,Duration (in seconds),Gender,Age,Location,Education,Triplet,Complexity,Condition,P(A1),P(A2),P(A3),P(¬A1),P(¬A2),P(¬A3),P(A2|A1),P(A2|¬A1),P(¬A2|A1),P(¬A2|¬A1),P(A1 ∩ A2),P(A1 ∩ ¬A2),P(¬A1 ∩ A2),P(¬A1 ∩ ¬A2),P(A1 ∪ A2),P(A1 ∪ ¬A2),P(¬A1 ∪ A2),P(¬A1 ∪ ¬A2),P(A3|A2),P(A3|¬A2),P(¬A3|A2),P(¬A3|¬A2),P(A2 ∩ A3),P(A2 ∩ ¬A3),P(¬A2 ∩ A3),P(¬A2 ∩ ¬A3),P(A2 ∪ A3),P(A2 ∪ ¬A3),P(¬A2 ∪ A3),P(¬A2 ∪ ¬A3),P(A1|A3),P(A1|¬A3),P(¬A1|A3),P(¬A1|¬A3),P(A3 ∩ A1),P(A3 ∩ ¬A1),P(¬A3 ∩ A1),P(¬A3 ∩ ¬A1),P(A3 ∪ A1),P(A3 ∪ ¬A1),P(¬A3 ∪ A1),P(¬A3 ∪ ¬A1),P(A1|A2),P(¬A1|A2),P(A1|¬A2),P(¬A1|¬A2),P(A2 ∩ A1),P(¬A2 ∩ A1),P(A2 ∩ ¬A1),P(¬A2 ∩ ¬A1),P(A2 ∪ A1),P(¬A2 ∪ A1),P(A2 ∪ ¬A1),P(¬A2 ∪ ¬A1),P(A2|A3),P(¬A2|A3),P(A2|¬A3),P(¬A2|¬A3),P(A3 ∩ A2),P(¬A3 ∩ A2),P(A3 ∩ ¬A2),P(¬A3 ∩ ¬A2),P(A3 ∪ A2),P(¬A3 ∪ A2),P(A3 ∪ ¬A2),P(¬A3 ∪ ¬A2),P(A3|A1),P(¬A3|A1),P(A3|¬A1),P(¬A3|¬A1),P(A1 ∩ A3),P(¬A1 ∩ A3),P(A1 ∩ ¬A3),P(¬A1 ∩ ¬A3),P(A1 ∪ A3),P(¬A1 ∪ A3),P(A1 ∪ ¬A3),P(¬A1 ∪ ¬A3),CRT Score,Pay,A1,A2,A3
1038,718,Male,45-54,Texas,High School,2,Low,T2 LC,32,68,80,68,32,20,95,80,5,32,25,15,95,32,95,5,100,95,95,32,16,68,90,25,15,5,95,25,75,50,32,5,84,95,5,84,10,25,84,68,16,95,32,84,5,95,10,5,95,10,95,5,95,95,95,5,90,25,90,32,5,0,100,25,5,16,95,5,68,32,5,90,10,16,84,95,5,95,3,About right,Georgia,Montana,Nevada
1039,942,Female,25-34,Florida,Masters,2,Low,T2 LC,100,87,94,70,82,82,81,80,80,84,88,79,78,75,77,81,92,84,84,82,79,78,83,79,90,82,84,86,82,87,77,77,76,81,88,80,80,87,88,90,76,74,77,71,74,83,86,87,79,76,77,89,85,85,80,74,77,81,82,82,71,77,78,87,78,90,73,77,77,72,84,70,67,70,87,85,77,85,0,About right,Georgia,Montana,Nevada
1040,674,Female,65-74,Texas,Masters,2,Low,T2 LC,60,91,81,10,18,29,91,92,19,20,91,50,51,19,91,52,53,19,93,99,51,27,91,57,48,26,92,52,54,20,93,53,28,23,91,48,53,22,95,46,49,17,93,20,93,21,90,48,47,20,96,46,43,20,95,21,90,18,97,47,45,19,95,47,44,22,95,18,88,18,84,44,22,10,99,46,46,86,1,Fairly generous,Georgia,Montana,Nevada
1041,1116,Male,35-44,Arkansas,Freshman (1 year of college),2,Low,T2 LC,75,88,72,17,25,27,78,77,28,32,79,28,21,12,94,82,37,34,76,77,28,24,70,14,19,18,88,88,80,24,84,83,26,25,74,17,16,16,84,84,85,22,79,25,78,23,81,18,21,16,89,88,85,19,79,26,78,24,75,25,24,15,86,81,24,24,75,24,26,20,75,23,22,16,78,78,80,29,3,Fairly generous,Georgia,Montana,Nevada
1042,383,Female,45-54,California,Senior (4 years of college),2,Low,T2 LC,20,91,33,90,93,81,29,30,91,85,29,50,50,91,40,80,81,92,40,40,91,92,29,55,50,89,19,81,71,91,19,50,91,92,30,39,61,93,30,60,71,91,30,89,19,90,24,50,59,91,24,44,52,92,20,81,39,84,28,42,52,92,31,60,60,92,29,71,20,95,18,54,59,91,18,69,71,91,2,About right,Georgia,Montana,Nevada
1043,2235,Male,16-24,Louisiana,Senior (4 years of college),2,Low,T2 LC,82,51,30,12,46,59,53,47,54,60,53,52,3,19,50,86,47,44,50,40,60,71,44,55,49,50,57,54,52,63,83,94,16,8,45,3,75,0,43,50,92,55,94,3,82,14,54,55,7,5,95,98,52,58,55,61,51,64,37,49,48,42,58,53,63,66,53,56,47,61,54,4,56,2,94,44,98,54,3,About right,Georgia,Montana,Nevada
1044,583,Male,35-44,North Carolina,Senior (4 years of college),2,Low,T2 LC,61,59,62,63,64,59,59,64,64,67,63,66,64,65,61,59,61,63,60,60,62,62,61,58,64,60,59,60,61,59,56,65,59,65,64,63,67,67,66,61,63,65,61,65,67,62,81,70,72,61,71,62,68,65,63,58,61,66,70,67,69,66,58,69,72,65,64,63,65,64,66,69,61,61,64,68,69,69,1,Fairly generous,Georgia,Montana,Nevada
1045,850,Female,25-34,California,Senior (4 years of college),2,Low,T2 LC,62,45,60,41,67,74,53,42,55,68,60,41,67,76,56,57,72,78,46,71,73,58,60,47,56,71,39,46,71,61,71,66,78,70,62,76,74,61,59,57,36,63,49,79,68,72,58,43,69,77,65,55,60,68,59,43,41,62,47,80,61,61,60,68,42,61,46,69,62,71,59,64,65,44,41,70,45,82,2,Fairly generous,Georgia,Montana,Nevada
1046,944,Female,55-64,Arkansas,Senior (4 years of college),2,Low,T2 LC,53,53,53,81,53,53,53,53,54,54,53,53,53,53,53,54,53,54,53,53,54,54,53,53,55,54,54,53,54,54,55,54,53,67,54,54,54,54,54,53,54,53,58,57,57,57,58,58,59,62,63,62,64,62,62,60,64,60,51,62,60,55,51,51,51,51,58,51,58,51,58,58,60,58,59,62,61,58,0,Fairly generous,Georgia,Montana,Nevada
1047,559,Male,55-64,California,Masters,2,Low,T2 LC,75,89,100,95,98,89,82,74,75,73,76,71,71,74,73,81,62,67,76,69,88,86,76,71,86,75,86,68,72,80,81,89,87,82,93,86,81,83,93,79,72,84,93,83,75,86,90,90,86,74,92,81,80,84,79,76,90,92,94,83,63,76,66,78,84,72,84,86,78,90,84,72,82,78,84,91,74,91,2,Fairly generous,Georgia,Montana,Nevada
1048,2275,Female,45-54,New York,Senior (4 years of college),2,Low,T2 LC,70,75,45,40,30,65,80,70,25,35,75,25,45,20,85,35,45,45,45,40,65,70,45,65,30,20,85,65,25,70,70,70,45,55,45,45,70,40,75,100,75,70,70,35,70,35,70,30,35,20,80,45,40,30,80,15,75,20,40,75,25,20,70,80,25,70,40,70,35,75,40,25,75,35,70,25,75,70,2,About right,Georgia,Montana,Nevada
1049,1805,Male,65-74,California,Senior (4 years of college),2,Low,T2 LC,81,81,66,77,52,66,83,80,79,79,70,77,75,73,70,75,78,75,78,77,75,78,76,76,76,75,54,53,53,55,76,65,73,56,72,74,73,72,76,73,71,69,63,68,64,69,72,67,72,69,78,69,70,70,82,73,74,77,72,67,80,67,64,69,73,68,65,83,65,64,69,66,64,66,75,62,67,67,0,Fairly generous,Georgia,Montana,Nevada
1050,1134,Male,25-34,South Carolina,Senior (4 years of college),2,Low,T2 LC,74,31,25,32,66,34,36,59,70,42,65,64,36,43,36,66,71,35,31,33,75,62,64,35,30,65,69,67,37,35,70,66,60,34,64,61,36,26,62,28,38,65,61,31,30,68,67,37,37,65,59,35,42,57,33,66,72,36,69,40,65,38,66,36,63,33,31,63,32,64,31,70,72,39,38,64,42,64,2,About right,Georgia,Montana,Nevada
1051,664,Male,25-34,New Jersey,Masters,2,Low,T2 LC,58,59,35,40,40,70,67,60,40,47,73,41,39,23,81,52,48,35,41,40,73,70,40,64,44,40,39,62,42,74,46,59,42,42,32,44,71,30,54,99,58,81,70,42,62,43,63,52,41,22,68,72,74,36,84,36,88,42,21,61,27,27,85,94,31,87,22,66,28,79,33,33,81,25,96,40,88,95,2,About right,Georgia,Montana,Nevada
1052,1829,Male,45-54,California,Senior (4 years of college),2,Low,T2 LC,43,38,66,55,72,64,32,75,52,54,41,70,63,36,64,64,68,66,54,75,67,65,59,61,32,79,65,42,54,66,61,71,61,71,65,35,62,78,59,69,39,70,56,70,39,57,62,38,57,63,66,68,53,65,58,65,62,41,67,66,58,65,63,41,54,62,39,45,67,66,77,60,66,70,66,51,45,43,2,Fairly generous,Georgia,Montana,Nevada
1053,684,Male,55-64,California,High School,2,Low,T2 LC,44,44,45,84,84,83,46,47,89,83,47,84,47,83,46,81,46,88,47,48,92,79,47,84,46,85,48,87,44,85,47,46,85,84,46,85,47,86,45,87,44,86,42,84,44,84,44,43,86,86,44,46,85,88,47,88,47,81,47,45,87,84,45,45,88,91,41,86,46,84,45,44,85,87,46,46,87,89,3,About right,Georgia,Montana,Nevada
1054,563,Male,25-34,California,Senior (4 years of college),2,Low,T2 LC,43,50,50,63,50,50,55,43,50,50,39,50,50,50,64,34,69,73,50,31,63,77,25,67,50,39,38,65,53,50,50,36,70,60,28,71,33,50,28,50,45,83,50,68,14,82,34,16,81,50,79,12,79,80,98,29,50,50,53,50,50,50,94,50,50,50,87,19,50,50,33,78,19,50,81,93,15,86,3,About right,Georgia,Montana,Nevada
1055,1084,Female,35-44,Iowa,Senior (4 years of college),2,Low,T2 LC,84,96,83,94,81,85,83,89,88,84,84,82,88,81,96,78,96,79,91,91,88,84,88,82,96,88,91,83,87,96,80,94,81,87,85,82,88,94,89,83,80,87,89,96,88,73,89,90,88,95,84,86,97,92,73,86,83,75,86,88,80,90,81,77,92,100,83,89,89,88,100,87,89,87,94,96,81,79,0,Fairly generous,Georgia,Montana,Nevada
1056,632,Male,45-54,California,Masters,2,Low,T2 LC,40,33,40,67,72,82,67,70,36,29,26,41,61,69,63,26,23,66,35,22,77,54,37,45,76,59,37,60,31,25,63,25,21,64,33,67,65,36,28,71,26,66,35,72,27,67,34,67,64,42,68,34,31,66,28,36,68,66,26,37,36,76,66,34,31,67,73,27,75,35,22,42,66,67,27,64,33,71,2,Fairly generous,Georgia,Montana,Nevada
1057,938,Male,45-54,Texas,Senior (4 years of college),2,Low,T2 LC,76,74,72,79,72,80,73,79,77,81,79,74,78,25,76,72,73,77,75,80,83,71,78,75,82,75,73,79,74,82,81,75,70,76,70,71,75,72,71,62,71,72,73,74,72,73,73,74,75,51,77,74,75,74,71,74,74,72,82,77,78,76,82,78,75,79,73,72,72,71,71,73,74,80,79,70,79,70,0,Fairly generous,Georgia,Montana,Nevada
1058,764,Male,35-44,Pennsylvania,Masters,2,Low,T2 LC,89,90,84,83,86,77,90,91,91,90,92,91,89,94,92,94,89,95,93,90,93,83,94,100,84,87,90,84,94,90,93,87,86,94,93,89,87,88,82,92,97,93,88,88,87,91,94,83,95,90,95,91,93,91,93,91,85,100,87,98,90,87,89,85,90,89,96,91,86,89,90,92,91,95,91,90,91,90,0,Fairly generous,Georgia,Montana,Nevada
1059,1422,Male,35-44,New York,Masters,2,Low,T2 LC,90,39,28,5,29,89,92,50,8,15,97,3,11,2,100,100,13,21,35,32,95,100,12,98,2,0,98,98,21,99,100,98,8,8,12,6,99,4,100,100,100,98,98,7,81,68,99,4,4,0,100,100,97,0,98,7,98,4,17,99,3,0,100,100,5,100,4,98,3,98,13,7,99,17,100,10,100,100,1,About right,Georgia,Montana,Nevada
1060,655,Male,25-34,Arizona,Senior (4 years of college),2,Low,T2 LC,50,50,50,50,50,50,82,72,91,49,65,23,69,82,84,39,61,71,48,50,85,79,31,51,56,66,88,80,62,68,65,84,59,90,82,95,50,64,81,87,76,57,86,85,73,67,58,78,75,44,52,69,66,22,91,86,63,69,86,37,88,65,75,67,95,46,50,87,77,59,83,89,56,68,66,86,80,53,0,About right,Georgia,Montana,Nevada
1061,246,Male,25-34,North Carolina,Sophomore (2 years of college),2,Low,T2 LC,40,45,60,53,44,60,39,42,57,55,28,46,54,25,56,52,53,58,42,43,58,58,34,57,42,52,51,66,54,62,53,52,48,52,36,46,65,40,59,46,69,69,57,48,53,52,35,34,44,39,57,57,52,59,55,53,48,56,36,55,35,40,35,62,60,62,52,48,41,59,37,40,56,46,44,56,63,60,0,About right,Georgia,Montana,Nevada
1062,826,Female,16-24,Oregon,High School,2,Low,T2 LC,40,50,60,60,50,40,50,50,50,50,30,40,60,50,50,50,50,60,35,60,50,50,45,50,55,50,45,40,50,45,45,45,45,45,45,50,45,50,50,45,50,50,45,60,50,60,50,30,65,60,50,50,55,50,50,55,50,55,44,50,50,60,50,55,50,100,50,50,50,50,50,70,50,66,50,50,50,87,2,Inadequate,Georgia,Montana,Nevada
1063,3026,Male,25-34,California,Senior (4 years of college),2,Low,T2 LC,100,100,100,70,65,70,100,85,90,70,100,75,90,70,99,90,80,70,100,90,90,70,100,85,85,75,100,95,100,75,100,90,85,70,100,90,90,75,98,80,65,70,100,85,98,70,100,90,90,70,100,80,90,70,100,80,80,70,100,90,85,70,100,90,95,70,100,80,85,70,100,80,85,70,100,80,90,70,1,Fairly generous,Georgia,Montana,Nevada
1064,795,Female,35-44,Colorado,Masters,2,Low,T2 LC,68,76,66,66,72,69,65,70,70,66,64,71,65,70,72,69,66,63,67,64,55,61,70,68,70,71,64,69,66,72,69,70,71,67,72,71,73,67,70,64,65,74,78,67,67,76,64,64,65,68,66,64,61,63,63,51,61,67,60,65,62,63,64,66,62,65,68,65,62,63,63,71,62,63,61,70,67,67,1,About right,Georgia,Montana,Nevada
1065,2404,Female,25-34,Texas,Senior (4 years of college),2,Low,T2 LC,14,90,71,81,30,46,85,86,26,22,27,84,80,56,71,50,70,78,64,66,61,72,31,74,59,34,50,50,74,67,16,16,83,89,58,50,50,35,76,68,70,84,32,90,17,91,34,62,68,65,61,48,57,62,76,60,73,61,70,39,66,72,64,59,70,75,71,71,87,76,27,86,65,80,72,74,63,50,0,About right,Georgia,Montana,Nevada
1066,1831,Male,25-34,Arizona,High School,2,Low,T2 LC,81,92,24,24,40,81,93,71,23,40,86,29,11,4,98,91,87,19,35,9,86,93,24,86,17,15,95,95,35,81,96,87,4,14,41,4,85,8,98,100,95,80,97,6,80,9,97,9,7,1,99,97,91,20,96,6,93,19,44,78,12,7,98,99,36,81,45,63,9,93,38,3,87,3,95,39,99,81,3,About right,Georgia,Montana,Nevada
1067,989,Male,25-34,California,Senior (4 years of college),2,Low,T2 LC,72,31,33,69,29,65,42,42,74,69,56,67,26,29,61,21,36,60,40,76,33,66,62,63,44,36,77,36,35,63,67,41,34,38,41,65,40,35,64,62,35,24,70,58,75,59,73,37,68,68,31,77,64,72,37,39,40,64,39,35,38,38,91,34,37,36,67,20,36,34,65,36,45,74,72,60,39,82,2,About right,Georgia,Montana,Nevada
1068,416,Male,25-34,New York,Masters,2,Low,T2 LC,56,59,14,42,32,86,68,42,20,58,67,69,35,40,85,65,55,64,60,39,30,62,63,55,47,51,86,93,100,55,73,60,44,71,67,41,37,62,77,17,66,58,58,42,45,61,60,41,52,54,64,33,53,56,62,48,39,63,58,55,32,59,65,51,58,52,73,59,34,70,54,26,22,60,51,39,57,61,0,Fairly generous,Georgia,Montana,Nevada
1069,378,Male,25-34,Texas,Senior (4 years of college),2,Low,T2 LC,93,95,90,94,91,88,95,96,91,89,95,95,91,88,87,96,95,88,95,89,96,89,88,89,89,95,97,91,91,97,94,89,85,85,87,89,93,95,96,96,87,89,96,89,96,88,95,93,87,90,89,85,95,96,88,92,85,95,90,97,96,91,97,91,96,92,96,88,92,94,97,92,91,97,97,91,96,92,2,About right,Georgia,Montana,Nevada
1070,1600,Male,45-54,Maine,Junior (3 years of college),2,Low,T2 LC,80,86,91,91,88,91,89,89,81,86,88,88,91,90,88,80,84,82,83,86,82,85,86,85,89,81,89,81,79,82,86,83,83,88,81,83,82,89,76,86,85,85,88,89,87,85,85,92,83,96,93,83,84,93,85,92,91,92,89,87,87,89,91,86,74,89,87,83,88,84,89,87,89,82,86,86,89,87,0,About right,Georgia,Montana,Nevada
1071,1816,Male,25-34,Illinois,Senior (4 years of college),2,Low,T2 LC,59,63,63,60,60,62,61,64,60,62,63,68,64,67,65,61,62,60,58,58,56,63,62,57,65,59,56,60,63,58,63,58,61,58,61,67,64,62,81,56,41,45,64,62,60,68,64,62,69,65,60,66,68,71,66,67,71,65,67,75,65,66,77,77,78,68,72,72,71,73,68,48,70,30,70,63,62,47,2,Fairly generous,Georgia,Montana,Nevada
1072,337,Male,35-44,California,Masters,2,Low,T2 LC,45,70,26,55,30,75,70,55,30,45,40,15,45,10,80,49,90,60,30,15,65,75,17,65,10,18,85,80,30,80,70,35,45,70,15,20,40,35,49,20,40,85,60,43,35,60,40,15,45,15,75,50,85,60,80,25,60,30,20,63,10,20,65,85,30,65,35,65,15,85,15,20,40,40,65,60,87,85,3,Inadequate,Georgia,Montana,Nevada
1073,1509,Male,25-34,Florida,Senior (4 years of college),2,Low,T2 LC,12,17,13,88,91,94,91,19,86,87,26,85,89,81,92,86,93,80,80,18,81,87,32,22,82,84,82,18,85,88,11,20,86,87,78,84,79,74,80,81,15,83,87,92,79,95,85,76,72,83,80,80,71,91,94,89,75,95,84,94,79,91,92,90,78,79,24,87,6,79,23,85,20,18,11,88,17,79,2,About right,Georgia,Montana,Nevada
1074,1234,Male,25-34,Virginia,Senior (4 years of college),2,Low,T2 LC,87,59,64,88,63,81,86,79,37,69,82,82,78,79,83,73,78,71,86,83,72,59,87,84,79,73,67,85,40,74,66,72,72,72,73,71,76,64,70,73,38,66,67,71,67,62,65,73,74,69,82,77,91,75,75,69,83,91,66,70,72,64,66,58,77,60,32,83,39,67,79,81,64,31,75,76,71,71,1,About right,Georgia,Montana,Nevada
1075,580,Male,35-44,Virginia,Senior (4 years of college),2,Low,T2 LC,62,43,66,58,42,62,35,61,67,60,59,44,56,65,54,62,56,63,39,65,39,41,60,63,42,61,43,60,62,64,42,41,59,44,63,39,66,42,58,38,69,63,63,60,67,43,41,65,59,68,39,63,66,68,64,37,58,61,60,61,42,63,62,46,55,57,40,63,35,63,38,61,57,57,60,62,40,60,2,Inadequate,Georgia,Montana,Nevada
1076,816,Female,35-44,Colorado,Senior (4 years of college),2,Low,T2 LC,73,77,77,65,63,72,74,73,74,79,74,75,77,76,72,75,76,74,72,75,73,73,78,72,80,75,72,74,72,74,76,74,76,70,72,51,71,74,76,72,75,74,72,75,79,74,74,76,74,82,74,75,73,78,72,82,75,69,74,76,70,73,83,74,74,76,75,76,68,70,72,71,73,80,76,71,75,75,1,About right,Georgia,Montana,Nevada
1077,2752,Male,25-34,Florida,Senior (4 years of college),2,Low,T2 LC,76,76,81,72,79,88,62,76,72,75,72,66,79,70,88,82,71,37,71,85,64,82,66,70,81,82,70,71,70,67,69,79,83,72,65,68,64,90,74,73,62,81,66,83,68,64,68,66,66,63,76,72,79,65,35,57,68,72,66,65,66,72,68,65,72,68,73,63,71,64,74,85,59,70,67,92,77,79,0,About right,Georgia,Montana,Nevada
1078,658,Female,45-54,California,Senior (4 years of college),2,Low,T2 LC,72,73,74,75,72,71,75,77,71,71,72,71,72,73,73,70,72,72,74,74,73,72,72,68,73,71,71,72,72,72,79,74,72,75,84,75,73,71,71,77,71,73,75,74,73,76,72,75,81,78,72,70,73,73,74,77,79,79,70,71,72,77,77,73,74,73,72,64,76,72,69,73,64,71,71,70,69,75,1,About right,Georgia,Montana,Nevada
1079,720,Male,55-64,California,Senior (4 years of college),2,Low,T2 LC,69,65,62,60,65,45,64,73,38,77,30,61,45,69,66,65,65,33,67,64,68,65,65,65,38,61,67,73,70,72,64,70,66,64,64,59,67,71,75,37,77,71,62,63,64,75,71,70,67,65,69,62,59,67,64,68,66,63,62,66,74,65,78,74,65,67,81,63,66,65,72,70,74,74,44,67,64,62,0,Fairly generous,Georgia,Montana,Nevada
1080,571,Male,25-34,Florida,Senior (4 years of college),2,Low,T2 LC,54,90,35,48,5,70,90,85,2,8,50,0,58,2,100,20,95,55,40,10,60,75,20,85,0,0,95,90,15,60,60,45,50,65,25,52,55,50,55,100,58,70,52,52,30,70,35,0,80,2,95,10,95,50,97,2,90,5,45,70,0,0,80,75,15,60,45,52,35,65,26,40,65,52,48,54,57,75,3,About right,Georgia,Montana,Nevada
1081,996,Male,45-54,Missouri,High School,2,Low,T2 LC,84,69,93,89,91,89,90,87,90,91,86,91,84,90,85,97,89,90,84,83,91,90,82,84,88,93,92,90,93,90,89,84,92,87,84,95,89,88,96,96,69,87,76,86,88,85,91,94,95,85,89,89,93,97,91,83,93,94,88,98,95,92,76,80,92,93,88,96,78,95,93,96,88,97,90,84,85,96,1,Fairly generous,Georgia,Montana,Nevada
1082,691,Male,25-34,Ohio,Senior (4 years of college),2,Low,T2 LC,33,74,64,87,72,85,24,32,82,67,75,71,84,75,75,75,71,67,79,72,82,71,73,68,44,40,71,91,87,68,85,38,83,92,80,72,61,69,78,78,37,64,47,38,66,76,81,87,90,84,42,46,92,75,78,75,87,39,81,61,92,44,76,68,42,43,45,82,41,74,61,88,63,83,92,66,46,74,1,About right,Georgia,Montana,Nevada
1083,456,Male,35-44,Ohio,Senior (4 years of college),2,Low,T2 LC,67,79,69,35,33,32,87,50,32,44,53,29,48,29,76,59,79,68,25,27,29,70,51,38,34,30,68,66,54,50,50,20,64,69,35,49,50,29,62,100,33,69,55,33,31,30,53,38,17,25,63,47,40,63,63,32,34,66,54,26,26,37,61,59,53,62,64,44,59,67,35,31,32,35,64,60,34,80,2,Inadequate,Georgia,Montana,Nevada
1084,573,Female,45-54,Tennessee,Junior (3 years of college),2,Low,T2 LC,85,70,50,35,40,40,70,70,30,35,75,35,30,20,80,35,80,24,49,49,51,52,49,65,30,25,90,75,34,45,85,85,20,25,48,20,65,20,100,100,85,48,85,24,85,25,88,22,25,18,95,30,25,15,86,20,85,29,48,60,24,19,95,61,35,45,48,51,48,51,48,20,60,20,80,29,54,54,3,Inadequate,Georgia,Montana,Nevada
1085,861,Female,35-44,California,Senior (4 years of college),2,Low,T2 LC,64,81,28,32,30,84,88,32,65,33,74,29,78,23,76,41,59,52,68,33,77,72,35,79,30,30,78,73,41,89,78,77,38,74,66,33,67,39,78,79,70,78,84,37,74,80,91,68,71,34,86,66,31,30,84,64,74,78,38,89,35,68,78,79,33,79,79,81,34,82,62,33,84,34,75,76,75,87,0,About right,Georgia,Montana,Nevada
1086,842,Female,45-54,South Carolina,Senior (4 years of college),2,Low,T2 LC,71,73,39,37,79,68,86,87,85,32,68,36,50,24,97,17,77,12,77,75,63,92,69,76,18,17,95,99,21,12,17,75,70,84,36,65,64,62,76,43,36,69,64,40,76,21,67,19,70,22,89,34,61,31,88,17,75,9,78,82,13,21,82,30,31,35,47,54,45,60,43,58,58,54,76,61,42,62,1,About right,Georgia,Montana,Nevada
1087,733,Male,25-34,Ohio,Sophomore (2 years of college),2,Low,T2 LC,88,92,89,67,66,68,90,94,76,71,92,80,85,66,92,77,83,75,85,85,71,75,96,75,81,77,91,71,75,72,92,91,71,82,94,72,81,76,94,76,90,72,93,76,94,72,95,89,71,93,92,95,75,75,96,76,93,77,96,91,74,72,95,92,73,77,94,72,95,75,95,94,71,71,94,91,72,74,3,Fairly generous,Georgia,Montana,Nevada
1088,997,Male,45-54,Arkansas,Masters,2,Low,T2 LC,90,80,20,50,35,70,65,80,40,35,20,90,60,15,85,75,50,95,60,15,30,70,5,50,60,75,50,75,60,50,85,90,25,80,55,65,90,10,70,20,85,70,30,75,90,20,10,90,80,10,85,95,75,30,50,10,10,50,5,30,75,5,50,100,90,50,20,65,85,5,5,65,95,10,90,80,85,55,3,About right,Georgia,Montana,Nevada
1089,659,Female,55-64,New York,High School,2,Low,T2 LC,40,75,80,60,24,19,50,76,42,42,45,20,56,33,88,76,67,60,88,72,24,42,54,23,50,9,94,82,83,54,58,57,44,52,44,54,36,16,85,50,61,54,60,41,47,55,52,44,44,10,79,64,79,50,57,41,54,48,56,18,45,25,81,45,82,52,69,47,56,48,51,47,55,12,81,74,52,50,3,About right,Georgia,Montana,Nevada
1090,757,Male,25-34,California,Senior (4 years of college),2,Low,T2 LC,48,92,42,53,38,55,96,52,4,45,51,11,50,9,51,28,66,55,47,2,75,98,39,86,30,10,84,95,21,97,87,46,25,59,44,45,86,52,77,43,96,97,65,43,15,98,49,30,71,42,77,40,85,81,84,6,54,42,43,97,30,48,75,95,44,98,47,54,21,98,44,43,98,54,71,44,96,98,3,About right,Georgia,Montana,Nevada
1091,838,Male,25-34,California,Senior (4 years of college),2,Low,T2 LC,70,65,50,30,35,50,70,70,30,30,70,60,20,25,80,35,25,25,75,25,25,75,50,40,25,65,60,65,50,65,85,85,15,35,75,35,75,35,75,50,85,75,75,25,75,25,75,65,15,25,60,75,25,40,85,15,85,15,60,65,35,40,85,65,35,50,60,60,30,70,65,35,85,35,85,25,70,60,1,About right,Georgia,Montana,Nevada
1092,1273,Male,35-44,Washington,Senior (4 years of college),2,Low,T2 LC,92,94,85,85,83,88,90,91,83,92,99,84,84,89,88,89,92,86,89,94,87,90,88,89,81,85,96,90,95,95,89,85,84,87,89,88,94,99,90,91,92,88,91,67,85,92,87,86,87,90,87,97,92,86,90,95,87,89,96,92,90,90,88,87,93,84,82,86,85,80,90,83,83,90,90,91,88,92,0,About right,Georgia,Montana,Nevada
1093,1192,Female,55-64,Colorado,Masters,2,Low,T2 LC,68,72,84,68,65,38,71,67,43,66,70,34,42,64,49,64,65,61,61,60,34,72,58,39,60,61,58,65,63,62,57,62,57,39,48,51,63,63,59,61,61,42,60,65,68,68,59,58,64,63,55,29,59,63,62,69,42,38,64,59,63,61,40,71,63,40,39,57,64,60,63,54,64,60,67,60,65,47,0,About right,Georgia,Montana,Nevada
1094,352,Female,25-34,Colorado,Senior (4 years of college),2,Low,T2 LC,29,20,23,83,82,80,11,16,90,96,21,50,50,92,14,50,50,89,15,50,84,95,11,50,50,77,32,50,50,79,17,36,77,85,19,50,50,79,13,50,44,90,12,87,43,92,21,49,50,78,23,50,50,78,19,78,23,88,25,50,50,74,16,50,50,88,14,50,21,91,21,22,50,87,21,28,50,81,1,About right,Georgia,Montana,Nevada
1095,2426,Male,25-34,California,Masters,2,Low,T2 LC,63,65,65,83,80,77,67,71,84,81,69,87,65,81,71,84,78,86,67,77,86,83,76,83,68,85,75,89,78,87,74,75,86,89,73,80,73,89,74,85,68,86,65,83,68,88,68,73,79,84,71,70,83,89,67,84,67,86,68,74,87,82,70,70,72,82,71,75,70,93,74,64,88,80,75,65,86,81,0,Fairly generous,Georgia,Montana,Nevada
1096,572,In another way:,25-34,Washington,Senior (4 years of college),2,Low,T2 LC,77,70,56,21,29,43,94,50,15,65,88,27,4,3,97,98,90,32,62,38,52,85,45,65,14,20,90,96,59,57,96,71,13,35,58,12,77,16,96,100,99,57,85,13,58,46,64,32,6,28,88,97,72,35,61,27,64,37,54,71,13,12,91,90,58,70,73,45,22,93,56,12,64,9,93,48,94,58,3,About right,Georgia,Montana,Nevada
1097,2830,Male,35-44,California,Junior (3 years of college),2,Low,T2 LC,74,86,77,82,79,78,72,78,77,77,81,82,77,74,78,77,74,80,77,82,77,78,81,77,77,77,72,83,80,76,76,80,76,79,76,83,81,80,76,82,83,76,76,75,87,82,80,80,74,80,85,76,84,74,78,81,76,80,82,77,78,84,83,79,82,84,82,75,85,76,85,78,85,79,84,79,81,83,0,Fairly generous,Georgia,Montana,Nevada
1098,875,Female,25-34,Kentucky,Senior (4 years of college),2,Low,T2 LC,95,85,35,10,15,65,85,35,15,45,86,25,15,5,90,90,85,25,30,30,45,45,40,65,25,25,70,75,36,45,85,85,15,15,35,15,70,15,90,35,90,60,85,10,70,20,80,40,15,15,80,85,65,35,55,35,65,30,35,75,30,20,54,70,35,55,35,55,30,65,30,15,85,14,90,35,84,70,1,About right,Georgia,Montana,Nevada
